,SNO,Gene ID,Transcript ID,Biotype,Strand,Seq region Name,Transcript Start,Transcript End,Transcript Length,No. of Exons
9640,9641,ENSG00000260223,ENST00000563923,lincRNA,-1,16,76136122,76147806,491,2
9641,9642,ENSG00000260232,ENST00000652183,lincRNA,1,15,23912411,24090821,1843,11
9642,9643,ENSG00000260232,ENST00000563016,lincRNA,1,15,23975172,24003435,420,4
9643,9644,ENSG00000260237,ENST00000565531,lincRNA,1,16,80040662,80045745,531,2
9644,9645,ENSG00000260239,ENST00000563079,lincRNA,1,6,4491807,4495769,2272,2
9645,9646,ENSG00000260242,ENST00000563866,lincRNA,-1,16,18002806,18173063,691,2
9646,9647,ENSG00000260254,ENST00000564619,lincRNA,1,11,115638563,115646962,8400,1
9647,9648,ENSG00000260256,ENST00000568332,lincRNA,-1,21,44347767,44348295,529,1
9648,9649,ENSG00000260257,ENST00000569087,lincRNA,1,20,32856621,32858751,2131,1
9649,9650,ENSG00000260259,ENST00000567544,lincRNA,-1,16,89682620,89686569,721,3
9650,9651,ENSG00000260260,ENST00000563192,lincRNA,-1,16,2154797,2155358,342,2
9651,9652,ENSG00000260262,ENST00000568585,lincRNA,-1,4,836512,837224,713,1
9652,9653,ENSG00000260264,ENST00000567127,lincRNA,1,16,24236104,24252863,454,4
9653,9654,ENSG00000260264,ENST00000567624,lincRNA,1,16,24237982,24247545,506,2
9654,9655,ENSG00000260265,ENST00000561705,lincRNA,-1,4,75081702,75084717,785,2
9655,9656,ENSG00000260265,ENST00000567197,lincRNA,-1,4,75081925,75082495,571,1
9656,9657,ENSG00000260265,ENST00000562355,lincRNA,-1,4,75082019,75083496,425,2
9657,9658,ENSG00000260265,ENST00000563602,lincRNA,-1,4,75082037,75083668,345,2
9658,9659,ENSG00000260268,ENST00000561513,lincRNA,-1,16,52083065,52085109,1658,3
9659,9660,ENSG00000260268,ENST00000565742,lincRNA,-1,16,52083065,52085109,1546,2
9660,9661,ENSG00000260271,ENST00000650187,lincRNA,1,6,90320443,90356578,1271,9
9661,9662,ENSG00000260271,ENST00000569865,lincRNA,1,6,90345219,90362632,1431,6
9662,9663,ENSG00000260274,ENST00000563278,lincRNA,1,15,75368155,75369584,1430,1
9663,9664,ENSG00000260289,ENST00000567103,lincRNA,-1,16,7888489,7894395,445,2
9664,9665,ENSG00000260302,ENST00000589930,lincRNA,-1,18,12739490,12776137,1329,4
9665,9666,ENSG00000260302,ENST00000563722,lincRNA,-1,18,12774651,12775923,1273,1
9666,9667,ENSG00000260303,ENST00000570186,lincRNA,-1,4,146052604,146056762,4159,1
9667,9668,ENSG00000260305,ENST00000569588,lincRNA,1,15,88252730,88271066,2663,4
9668,9669,ENSG00000260306,ENST00000567370,lincRNA,-1,16,21794095,21795759,1665,1
9669,9670,ENSG00000260311,ENST00000570183,lincRNA,1,16,32663925,32666533,2405,2
9670,9671,ENSG00000260311,ENST00000570084,lincRNA,1,16,32665653,32666533,426,2
9671,9672,ENSG00000260312,ENST00000563019,lincRNA,-1,16,33857935,33858864,346,3
9672,9673,ENSG00000260317,ENST00000569134,lincRNA,1,8,80541300,80543104,1805,1
9673,9674,ENSG00000260322,ENST00000567886,lincRNA,1,1,80114943,80116918,1976,1
9674,9675,ENSG00000260328,ENST00000562897,lincRNA,-1,17,17011914,17014990,3077,1
9675,9676,ENSG00000260331,ENST00000565944,lincRNA,-1,2,18547386,18548204,819,1
9676,9677,ENSG00000260340,ENST00000569104,lincRNA,1,16,84928353,84939603,598,3
9677,9678,ENSG00000260343,ENST00000565936,lincRNA,1,13,112313467,112321758,6897,2
9678,9679,ENSG00000260348,ENST00000563932,lincRNA,-1,11,69909184,69910994,385,2
9679,9680,ENSG00000260360,ENST00000567904,lincRNA,-1,1,179953184,179954440,1257,1
9680,9681,ENSG00000260362,ENST00000561538,lincRNA,-1,16,9666885,9676843,660,2
9681,9682,ENSG00000260364,ENST00000562656,lincRNA,1,16,65233056,65432820,781,5
9682,9683,ENSG00000260369,ENST00000562672,lincRNA,-1,17,80453735,80454729,995,1
9683,9684,ENSG00000260370,ENST00000562162,lincRNA,-1,10,14061,14604,347,2
9684,9685,ENSG00000260370,ENST00000566940,lincRNA,-1,10,14138,16544,205,2
9685,9686,ENSG00000260377,ENST00000565024,lincRNA,-1,3,182739669,182740848,1180,1
9686,9687,ENSG00000260385,ENST00000567967,lincRNA,1,13,112083549,112085471,1923,1
9687,9688,ENSG00000260387,ENST00000566485,lincRNA,-1,16,86636328,86637145,269,2
9688,9689,ENSG00000260388,ENST00000566385,lincRNA,-1,13,47930153,47932622,2470,1
9689,9690,ENSG00000260390,ENST00000562922,lincRNA,1,9,27829276,27844481,2084,2
9690,9691,ENSG00000260392,ENST00000562300,lincRNA,-1,15,56542952,56629592,1495,10
9691,9692,ENSG00000260392,ENST00000568246,lincRNA,-1,15,56547938,56629565,578,5
9692,9693,ENSG00000260393,ENST00000565771,lincRNA,-1,16,52607762,52608158,286,2
9693,9694,ENSG00000260402,ENST00000566232,lincRNA,-1,16,32262827,32265514,2484,2
9694,9695,ENSG00000260402,ENST00000568730,lincRNA,-1,16,32262908,32263787,425,2
9695,9696,ENSG00000260409,ENST00000564214,lincRNA,-1,15,20729747,20756183,1602,2
9696,9697,ENSG00000260416,ENST00000567259,lincRNA,-1,20,63127495,63129459,1965,1
9697,9698,ENSG00000260417,ENST00000567093,lincRNA,1,16,85592266,85595720,3455,1
9698,9699,ENSG00000260418,ENST00000564248,lincRNA,-1,6,136335714,136336087,374,1
9699,9700,ENSG00000260420,ENST00000569362,lincRNA,1,16,88194281,88195217,498,3
9700,9701,ENSG00000260422,ENST00000564697,lincRNA,-1,6,164084023,164085661,1639,1
9701,9702,ENSG00000260423,ENST00000567749,lincRNA,1,12,9367464,9397617,4388,4
9702,9703,ENSG00000260430,ENST00000568032,lincRNA,1,16,19086856,19098110,841,3
9703,9704,ENSG00000260440,ENST00000567801,lincRNA,1,18,61748176,61756646,5168,4
9704,9705,ENSG00000260450,ENST00000562980,lincRNA,1,16,47965672,47971687,557,3
9705,9706,ENSG00000260454,ENST00000563268,lincRNA,1,9,90997054,91001871,1395,3
9706,9707,ENSG00000260455,ENST00000566912,lincRNA,-1,6,22134957,22147193,1940,3
9707,9708,ENSG00000260457,ENST00000563639,lincRNA,1,18,71837039,71870788,613,2
9708,9709,ENSG00000260460,ENST00000564032,lincRNA,1,1,156509854,156511681,1828,1
9709,9710,ENSG00000260468,ENST00000566787,lincRNA,-1,16,10514842,10528202,502,2
9710,9711,ENSG00000260469,ENST00000615095,lincRNA,1,15,73752317,73770613,1224,2
9711,9712,ENSG00000260469,ENST00000562031,lincRNA,1,15,73768214,73769637,519,3
9712,9713,ENSG00000260470,ENST00000564380,lincRNA,-1,12,54145069,54147225,2157,1
9713,9714,ENSG00000260473,ENST00000637934,lincRNA,1,12,51815043,51842106,1195,5
9714,9715,ENSG00000260473,ENST00000567167,lincRNA,1,12,51823503,51835496,1027,5
9715,9716,ENSG00000260475,ENST00000566847,lincRNA,1,10,99621055,99621918,864,1
9716,9717,ENSG00000260476,ENST00000566840,lincRNA,1,2,10021578,10022825,1248,1
9717,9718,ENSG00000260478,ENST00000568286,lincRNA,1,16,52238082,52269440,630,5
9718,9719,ENSG00000260484,ENST00000566892,lincRNA,-1,8,53388701,53390872,2172,1
9719,9720,ENSG00000260492,ENST00000570015,lincRNA,-1,12,53750447,53751835,581,2
9720,9721,ENSG00000260492,ENST00000626733,lincRNA,-1,12,53750839,53757034,464,3
9721,9722,ENSG00000260496,ENST00000565401,lincRNA,-1,16,996319,997907,544,2
9722,9723,ENSG00000260496,ENST00000599946,lincRNA,-1,16,991151,1000926,987,8
9723,9724,ENSG00000260498,ENST00000563993,lincRNA,-1,16,87773488,87779374,575,3
9724,9725,ENSG00000260498,ENST00000570159,lincRNA,-1,16,87773511,87779148,553,3
9725,9726,ENSG00000260504,ENST00000568458,lincRNA,-1,16,84342464,84343407,469,2
9726,9727,ENSG00000260505,ENST00000563417,lincRNA,1,1,220401122,220404033,2912,1
9727,9728,ENSG00000260507,ENST00000562203,lincRNA,-1,16,90105095,90106316,416,2
9728,9729,ENSG00000260509,ENST00000568856,lincRNA,-1,13,25300124,25301438,1315,1
9729,9730,ENSG00000260515,ENST00000566945,lincRNA,-1,5,10195121,10197628,2508,1
9730,9731,ENSG00000260517,ENST00000563477,lincRNA,1,16,29139661,29216706,546,3
9731,9732,ENSG00000260517,ENST00000620513,lincRNA,1,16,29212059,29214137,2079,1
9732,9733,ENSG00000260528,ENST00000563357,lincRNA,1,16,90102271,90137993,1806,9
9733,9734,ENSG00000260528,ENST00000568070,lincRNA,1,16,90106461,90177606,480,3
9734,9735,ENSG00000260528,ENST00000570230,lincRNA,1,16,90157932,90178344,2184,8
9735,9736,ENSG00000260528,ENST00000566898,lincRNA,1,16,90158172,90159576,561,2
9736,9737,ENSG00000260532,ENST00000561511,lincRNA,1,16,1111627,1113399,1773,1
9737,9738,ENSG00000260542,ENST00000569373,lincRNA,-1,20,62513909,62516096,2188,1
9738,9739,ENSG00000260550,ENST00000602805,lincRNA,-1,16,18570448,18571068,621,1
9739,9740,ENSG00000260550,ENST00000561676,lincRNA,-1,16,18570455,18571683,536,2
9740,9741,ENSG00000260551,ENST00000566245,lincRNA,-1,15,24162754,24169874,631,2
9741,9742,ENSG00000260551,ENST00000567854,lincRNA,-1,15,24162755,24169857,351,2
9742,9743,ENSG00000260551,ENST00000567246,lincRNA,-1,15,24164777,24169948,4295,2
9743,9744,ENSG00000260555,ENST00000565102,lincRNA,1,7,150000752,150005124,3044,2
9744,9745,ENSG00000260558,ENST00000649944,lincRNA,1,16,66738238,66739722,1090,2
9745,9746,ENSG00000260558,ENST00000565082,lincRNA,1,16,66738263,66739326,536,2
9746,9747,ENSG00000260563,ENST00000566986,lincRNA,1,17,82293716,82294910,1195,1
9747,9748,ENSG00000260564,ENST00000565707,lincRNA,1,9,79889001,79892007,3007,1
9748,9749,ENSG00000260568,ENST00000563338,lincRNA,-1,16,31699676,31700465,538,3
9749,9750,ENSG00000260569,ENST00000562795,lincRNA,-1,18,74211391,74212569,1179,1
9750,9751,ENSG00000260569,ENST00000580403,lincRNA,-1,18,74211391,74240555,457,2
9751,9752,ENSG00000260573,ENST00000637635,lincRNA,1,16,50407666,50522638,683,5
9752,9753,ENSG00000260573,ENST00000567899,lincRNA,1,16,50407701,50408513,517,2
9753,9754,ENSG00000260573,ENST00000646992,lincRNA,1,16,50505945,50546347,2961,15
9754,9755,ENSG00000260574,ENST00000565962,lincRNA,-1,6,81969453,81969539,87,1
9755,9756,ENSG00000260578,ENST00000562669,lincRNA,-1,18,67481791,67484966,3176,1
9756,9757,ENSG00000260580,ENST00000562900,lincRNA,1,16,26721874,26729126,717,2
9757,9758,ENSG00000260585,ENST00000569460,lincRNA,1,X,121871869,121876865,4997,1
9758,9759,ENSG00000260588,ENST00000563810,lincRNA,-1,8,41828165,41829934,1770,1
9759,9760,ENSG00000260597,ENST00000562848,lincRNA,1,12,54019910,54022589,2680,1
9760,9761,ENSG00000260604,ENST00000566733,lincRNA,-1,6,3904920,3911979,7060,1
9761,9762,ENSG00000260605,ENST00000568471,lincRNA,-1,16,51035118,51038764,584,4
9762,9763,ENSG00000260611,ENST00000564385,lincRNA,-1,16,35785569,35786887,1319,1
9763,9764,ENSG00000260612,ENST00000563557,lincRNA,1,16,71726975,71727992,1018,1
9764,9765,ENSG00000260613,ENST00000565177,lincRNA,-1,22,49832616,49837786,1567,2
9765,9766,ENSG00000260619,ENST00000563737,lincRNA,-1,15,80990804,80993258,2455,1
9766,9767,ENSG00000260620,ENST00000569009,lincRNA,-1,16,51054728,51056399,511,2
9767,9768,ENSG00000260626,ENST00000567464,lincRNA,-1,16,33533816,33534976,560,2
9768,9769,ENSG00000260629,ENST00000564523,lincRNA,-1,11,5244554,5245546,993,1
9769,9770,ENSG00000260633,ENST00000568384,lincRNA,-1,3,134347288,134349233,1946,1
9770,9771,ENSG00000260634,ENST00000567613,lincRNA,-1,2,127024252,127025723,1472,1
9771,9772,ENSG00000260640,ENST00000569849,lincRNA,-1,8,97241742,97242204,463,1
9772,9773,ENSG00000260642,ENST00000568289,lincRNA,1,15,32359538,32367784,251,3
9773,9774,ENSG00000260645,ENST00000569267,lincRNA,1,6,80466958,80469080,2123,1
9774,9775,ENSG00000260645,ENST00000648796,lincRNA,1,6,80467249,80469030,1241,2
9775,9776,ENSG00000260646,ENST00000566922,lincRNA,1,16,1512979,1514675,682,2
9776,9777,ENSG00000260653,ENST00000561575,lincRNA,1,7,57404771,57416203,1881,5
9777,9778,ENSG00000260653,ENST00000563054,lincRNA,1,7,57404783,57413541,2947,3
9778,9779,ENSG00000260657,ENST00000612894,lincRNA,-1,15,68267792,68268293,502,1
9779,9780,ENSG00000260657,ENST00000563057,lincRNA,-1,15,68267792,68277994,396,3
9780,9781,ENSG00000260658,ENST00000568932,lincRNA,-1,16,63314264,63618046,561,4
9781,9782,ENSG00000260658,ENST00000564290,lincRNA,-1,16,63531088,63618046,571,2
9782,9783,ENSG00000260658,ENST00000563855,lincRNA,-1,16,63531233,63618044,539,3
9783,9784,ENSG00000260664,ENST00000564508,lincRNA,1,16,72425948,72430266,4319,1
9784,9785,ENSG00000260664,ENST00000624327,lincRNA,1,16,72429353,72533892,1645,2
9785,9786,ENSG00000260670,ENST00000570082,lincRNA,-1,3,72321051,72324027,2977,1
9786,9787,ENSG00000260672,ENST00000563464,lincRNA,1,15,72615810,72618250,2441,1
9787,9788,ENSG00000260673,ENST00000568110,lincRNA,-1,6,4599287,4602420,573,2
9788,9789,ENSG00000260676,ENST00000568095,lincRNA,-1,18,71519962,71578956,3105,7
9789,9790,ENSG00000260676,ENST00000566582,lincRNA,-1,18,71520249,71578937,2414,5
9790,9791,ENSG00000260677,ENST00000562653,lincRNA,1,9,97743208,97744935,1728,1
9791,9792,ENSG00000260679,ENST00000562094,lincRNA,-1,11,69921638,69926813,299,2
9792,9793,ENSG00000260683,ENST00000561587,lincRNA,-1,X,127660631,127662530,1900,1
9793,9794,ENSG00000260693,ENST00000562992,lincRNA,1,15,30540093,30545969,701,3
9794,9795,ENSG00000260695,ENST00000568767,lincRNA,-1,16,65861112,65863784,2673,1
9795,9796,ENSG00000260698,ENST00000570141,lincRNA,1,1,246682108,246685075,2968,1
9796,9797,ENSG00000260704,ENST00000567234,lincRNA,1,13,27953526,27955370,1845,1
9797,9798,ENSG00000260706,ENST00000567851,lincRNA,1,16,80065836,80157655,581,4
9798,9799,ENSG00000260706,ENST00000563397,lincRNA,1,16,80065849,80167577,566,3
9799,9800,ENSG00000260710,ENST00000561649,lincRNA,-1,16,1294551,1299166,320,3
9800,9801,ENSG00000260715,ENST00000565257,lincRNA,1,16,64155169,64156574,1406,1
9801,9802,ENSG00000260720,ENST00000562065,lincRNA,-1,9,31371611,31381490,721,2
9802,9803,ENSG00000260721,ENST00000567210,lincRNA,-1,8,1368642,1369833,1192,1
9803,9804,ENSG00000260725,ENST00000567877,lincRNA,-1,19,28418483,28429490,1570,2
9804,9805,ENSG00000260737,ENST00000567317,lincRNA,-1,16,80566794,80569687,1338,3
9805,9806,ENSG00000260737,ENST00000561719,lincRNA,-1,16,80567103,80572808,755,3
9806,9807,ENSG00000260737,ENST00000562002,lincRNA,-1,16,80567555,80568898,463,3
9807,9808,ENSG00000260737,ENST00000561634,lincRNA,-1,16,80567558,80568913,466,3
9808,9809,ENSG00000260737,ENST00000565215,lincRNA,-1,16,80567677,80569270,295,3
9809,9810,ENSG00000260739,ENST00000565129,lincRNA,-1,15,22145939,22148226,545,2
9810,9811,ENSG00000260743,ENST00000569932,lincRNA,1,3,179340322,179341887,1566,1
9811,9812,ENSG00000260750,ENST00000562466,lincRNA,1,16,87492555,87496998,447,4
9812,9813,ENSG00000260750,ENST00000565824,lincRNA,1,16,87493274,87497166,555,3
9813,9814,ENSG00000260750,ENST00000563921,lincRNA,1,16,87494187,87515635,550,4
9814,9815,ENSG00000260755,ENST00000568560,lincRNA,1,16,66509437,66510048,511,2
9815,9816,ENSG00000260756,ENST00000569215,lincRNA,-1,16,10351440,10352752,1313,1
9816,9817,ENSG00000260759,ENST00000561598,lincRNA,-1,18,11666456,11670165,3710,1
9817,9818,ENSG00000260761,ENST00000562632,lincRNA,1,5,25319834,25321346,1513,1
9818,9819,ENSG00000260763,ENST00000562127,lincRNA,-1,5,4436850,4440259,3300,2
9819,9820,ENSG00000260771,ENST00000568306,lincRNA,1,6,168374697,168375355,659,1
9820,9821,ENSG00000260777,ENST00000564762,lincRNA,-1,17,28263634,28266369,2736,1
9821,9822,ENSG00000260778,ENST00000563734,lincRNA,1,16,2268155,2273418,543,2
9822,9823,ENSG00000260778,ENST00000567888,lincRNA,1,16,2268623,2273039,274,2
9823,9824,ENSG00000260778,ENST00000562838,lincRNA,1,16,2268663,2273124,535,3
9824,9825,ENSG00000260780,ENST00000568541,lincRNA,1,15,24206784,24225854,556,3
9825,9826,ENSG00000260785,ENST00000569074,lincRNA,-1,17,71097775,71202177,2059,4
9826,9827,ENSG00000260786,ENST00000564402,lincRNA,1,5,42188266,42191523,3258,1
9827,9828,ENSG00000260792,ENST00000564585,lincRNA,-1,14,104661120,104665558,3816,2
9828,9829,ENSG00000260804,ENST00000562038,lincRNA,1,2,216217045,216220192,3148,1
9829,9830,ENSG00000260805,ENST00000564287,lincRNA,-1,1,212557833,212559731,1899,1
9830,9831,ENSG00000260807,ENST00000567961,lincRNA,-1,16,975761,976912,444,3
9831,9832,ENSG00000260807,ENST00000565139,lincRNA,-1,16,975761,976926,384,2
9832,9833,ENSG00000260807,ENST00000562570,lincRNA,-1,16,975761,980913,3222,2
9833,9834,ENSG00000260807,ENST00000568394,lincRNA,-1,16,975761,981590,3343,3
9834,9835,ENSG00000260807,ENST00000565467,lincRNA,-1,16,975761,981596,3726,2
9835,9836,ENSG00000260807,ENST00000563863,lincRNA,-1,16,975764,981298,1728,4
9836,9837,ENSG00000260807,ENST00000565069,lincRNA,-1,16,976521,981298,813,3
9837,9838,ENSG00000260807,ENST00000563837,lincRNA,-1,16,976787,981293,705,4
9838,9839,ENSG00000260808,ENST00000565199,lincRNA,-1,11,68612899,68616230,503,3
9839,9840,ENSG00000260808,ENST00000565473,lincRNA,-1,11,68615745,68616447,534,2
9840,9841,ENSG00000260808,ENST00000564469,lincRNA,-1,11,68615792,68616711,563,3
9841,9842,ENSG00000260810,ENST00000563574,lincRNA,1,14,91258299,91259003,705,1
9842,9843,ENSG00000260814,ENST00000607504,lincRNA,-1,15,41770756,41772622,316,2
9843,9844,ENSG00000260814,ENST00000562063,lincRNA,-1,15,41770932,41772732,334,2
9844,9845,ENSG00000260823,ENST00000569778,lincRNA,-1,16,56609501,56611375,444,2
9845,9846,ENSG00000260827,ENST00000563960,lincRNA,-1,16,33203773,33206462,2486,2
9846,9847,ENSG00000260827,ENST00000565847,lincRNA,-1,16,33203854,33204734,426,2
9847,9848,ENSG00000260834,ENST00000567058,lincRNA,-1,16,65190973,65234914,1337,4
9848,9849,ENSG00000260834,ENST00000565901,lincRNA,-1,16,65227895,65234904,146,2
9849,9850,ENSG00000260838,ENST00000564832,lincRNA,1,8,72947150,72950445,3296,1
9850,9851,ENSG00000260840,ENST00000650835,lincRNA,-1,2,85061213,85067347,1694,2
9851,9852,ENSG00000260840,ENST00000567718,lincRNA,-1,2,85064108,85067347,3137,2
9852,9853,ENSG00000260845,ENST00000561479,lincRNA,-1,16,32735909,32741094,866,2
9853,9854,ENSG00000260847,ENST00000563407,lincRNA,1,16,32188333,32193530,866,2
9854,9855,ENSG00000260848,ENST00000567227,lincRNA,1,16,73543941,73558522,532,4
9855,9856,ENSG00000260850,ENST00000569751,lincRNA,-1,16,51354456,51356532,456,2
9856,9857,ENSG00000260850,ENST00000643262,lincRNA,-1,16,51355483,51525157,1476,3
9857,9858,ENSG00000260850,ENST00000646267,lincRNA,-1,16,51356249,51525147,1612,5
9858,9859,ENSG00000260854,ENST00000568121,lincRNA,-1,16,34978744,34979844,552,2
9859,9860,ENSG00000260855,ENST00000567832,lincRNA,1,1,246772301,246775772,3472,1
9860,9861,ENSG00000260857,ENST00000562591,lincRNA,-1,16,35505093,35506462,459,2
9861,9862,ENSG00000260858,ENST00000563772,lincRNA,-1,16,84255270,84261049,463,3
9862,9863,ENSG00000260868,ENST00000563759,lincRNA,1,2,174025280,174027163,1884,1
9863,9864,ENSG00000260874,ENST00000566085,lincRNA,-1,16,2456252,2459966,789,5
9864,9865,ENSG00000260874,ENST00000565827,lincRNA,-1,16,2456835,2459979,544,3
9865,9866,ENSG00000260876,ENST00000563360,lincRNA,1,16,79676108,79726429,546,4
9866,9867,ENSG00000260876,ENST00000561510,lincRNA,1,16,79713847,79799090,1494,6
9867,9868,ENSG00000260876,ENST00000568751,lincRNA,1,16,79770471,79801343,720,4
9868,9869,ENSG00000260876,ENST00000567665,lincRNA,1,16,79798534,79799090,416,2
9869,9870,ENSG00000260876,ENST00000569164,lincRNA,1,16,79798593,79807922,600,2
9870,9871,ENSG00000260877,ENST00000561588,lincRNA,1,11,69371463,69372512,372,2
9871,9872,ENSG00000260884,ENST00000564455,lincRNA,1,16,74313337,74315634,513,2
9872,9873,ENSG00000260887,ENST00000569713,lincRNA,1,16,52258564,52280299,386,3
9873,9874,ENSG00000260887,ENST00000628396,lincRNA,1,16,52271572,52280638,802,3
9874,9875,ENSG00000260895,ENST00000567925,lincRNA,1,11,69103493,69109094,622,2
9875,9876,ENSG00000260896,ENST00000652422,lincRNA,-1,16,80826074,80845723,2756,4
9876,9877,ENSG00000260896,ENST00000650661,lincRNA,-1,16,80828735,80830249,1182,2
9877,9878,ENSG00000260896,ENST00000652149,lincRNA,-1,16,80828735,80835810,2323,3
9878,9879,ENSG00000260896,ENST00000652701,lincRNA,-1,16,80828735,80847814,2385,5
9879,9880,ENSG00000260896,ENST00000562231,lincRNA,-1,16,80828735,80892682,2305,3
9880,9881,ENSG00000260896,ENST00000651724,lincRNA,-1,16,80828736,80846503,2069,2
9881,9882,ENSG00000260896,ENST00000652211,lincRNA,-1,16,80828737,80847815,1303,5
9882,9883,ENSG00000260896,ENST00000650926,lincRNA,-1,16,80828739,80845726,2219,3
9883,9884,ENSG00000260896,ENST00000651582,lincRNA,-1,16,80828740,80846787,2364,4
9884,9885,ENSG00000260896,ENST00000650680,lincRNA,-1,16,80828740,80892595,1192,3
9885,9886,ENSG00000260896,ENST00000651739,lincRNA,-1,16,80829777,80845726,1511,6
9886,9887,ENSG00000260896,ENST00000652646,lincRNA,-1,16,80829785,80845723,1432,6
9887,9888,ENSG00000260896,ENST00000651118,lincRNA,-1,16,80829786,80844375,1543,7
9888,9889,ENSG00000260896,ENST00000650994,lincRNA,-1,16,80829786,80847822,1232,5
9889,9890,ENSG00000260896,ENST00000652403,lincRNA,-1,16,80829787,80846757,1173,3
9890,9891,ENSG00000260896,ENST00000651119,lincRNA,-1,16,80829787,80847818,1238,4
9891,9892,ENSG00000260896,ENST00000652512,lincRNA,-1,16,80829787,80847828,1236,5
9892,9893,ENSG00000260896,ENST00000651859,lincRNA,-1,16,80829788,80832069,1197,2
9893,9894,ENSG00000260896,ENST00000652020,lincRNA,-1,16,80829788,80845677,1383,5
9894,9895,ENSG00000260896,ENST00000651980,lincRNA,-1,16,80829788,80846714,1594,5
9895,9896,ENSG00000260896,ENST00000652538,lincRNA,-1,16,80829788,80846754,1486,4
9896,9897,ENSG00000260896,ENST00000650974,lincRNA,-1,16,80829789,80845794,1372,4
9897,9898,ENSG00000260896,ENST00000651072,lincRNA,-1,16,80829789,80846353,1153,3
9898,9899,ENSG00000260896,ENST00000651617,lincRNA,-1,16,80829790,80842080,1372,4
9899,9900,ENSG00000260896,ENST00000651780,lincRNA,-1,16,80829790,80845726,978,3
9900,9901,ENSG00000260896,ENST00000652668,lincRNA,-1,16,80829790,80846730,1067,4
9901,9902,ENSG00000260896,ENST00000652662,lincRNA,-1,16,80829790,80846765,1529,4
9902,9903,ENSG00000260896,ENST00000651313,lincRNA,-1,16,80829790,80847825,1330,6
9903,9904,ENSG00000260896,ENST00000651594,lincRNA,-1,16,80829790,80847828,1000,5
9904,9905,ENSG00000260896,ENST00000650729,lincRNA,-1,16,80829791,80845723,1312,4
9905,9906,ENSG00000260896,ENST00000652077,lincRNA,-1,16,80829791,80845723,1139,5
9906,9907,ENSG00000260896,ENST00000652137,lincRNA,-1,16,80829791,80846120,1098,3
9907,9908,ENSG00000260896,ENST00000651153,lincRNA,-1,16,80829791,80847816,1240,4
9908,9909,ENSG00000260896,ENST00000651640,lincRNA,-1,16,80829792,80845723,1046,5
9909,9910,ENSG00000260896,ENST00000651120,lincRNA,-1,16,80829792,80846754,1448,3
9910,9911,ENSG00000260896,ENST00000651389,lincRNA,-1,16,80829792,80847848,1237,4
9911,9912,ENSG00000260896,ENST00000652507,lincRNA,-1,16,80829793,80845723,1120,4
9912,9913,ENSG00000260896,ENST00000651730,lincRNA,-1,16,80829793,80846503,1100,6
9913,9914,ENSG00000260896,ENST00000651276,lincRNA,-1,16,80829793,80846730,2283,4
9914,9915,ENSG00000260896,ENST00000650943,lincRNA,-1,16,80829793,80847828,1193,5
9915,9916,ENSG00000260896,ENST00000650965,lincRNA,-1,16,80829793,80851454,1388,4
9916,9917,ENSG00000260896,ENST00000652198,lincRNA,-1,16,80829794,80846754,990,4
9917,9918,ENSG00000260896,ENST00000651082,lincRNA,-1,16,80829795,80844628,1306,4
9918,9919,ENSG00000260896,ENST00000652275,lincRNA,-1,16,80829800,80846754,1360,3
9919,9920,ENSG00000260896,ENST00000651478,lincRNA,-1,16,80829806,80845723,1217,4
9920,9921,ENSG00000260896,ENST00000652187,lincRNA,-1,16,80829806,80845723,1221,5
9921,9922,ENSG00000260896,ENST00000652349,lincRNA,-1,16,80830269,80838287,845,2
9922,9923,ENSG00000260896,ENST00000569356,lincRNA,-1,16,80830426,80835789,465,2
9923,9924,ENSG00000260896,ENST00000561519,lincRNA,-1,16,80830494,80870520,555,4
9924,9925,ENSG00000260896,ENST00000651521,lincRNA,-1,16,80830494,80875085,855,6
9925,9926,ENSG00000260896,ENST00000563626,lincRNA,-1,16,80830531,80892560,501,4
9926,9927,ENSG00000260896,ENST00000651473,lincRNA,-1,16,80830575,80845599,529,4
9927,9928,ENSG00000260896,ENST00000651631,lincRNA,-1,16,80839975,80845723,489,3
9928,9929,ENSG00000260902,ENST00000566553,lincRNA,-1,3,14799331,14811414,3830,3
9929,9930,ENSG00000260905,ENST00000566098,lincRNA,-1,16,22612543,22613483,375,2
9930,9931,ENSG00000260907,ENST00000563569,lincRNA,-1,17,20530042,20530881,840,1
9931,9932,ENSG00000260910,ENST00000562710,lincRNA,-1,13,113926514,113928844,2331,1
9932,9933,ENSG00000260911,ENST00000570266,lincRNA,1,16,31043150,31049868,449,2
9933,9934,ENSG00000260913,ENST00000567609,lincRNA,-1,18,10405133,10414370,1907,3
9934,9935,ENSG00000260913,ENST00000566225,lincRNA,-1,18,10411608,10414515,2908,1
9935,9936,ENSG00000260921,ENST00000568904,lincRNA,1,16,32995537,32996770,650,3
9936,9937,ENSG00000260923,ENST00000568418,lincRNA,1,16,90185997,90216935,2056,4
9937,9938,ENSG00000260923,ENST00000568947,lincRNA,1,16,90214773,90215362,129,2
9938,9939,ENSG00000260923,ENST00000569162,lincRNA,1,16,90215826,90222666,654,2
9939,9940,ENSG00000260923,ENST00000568739,lincRNA,1,16,90215872,90222678,666,3
9940,9941,ENSG00000260923,ENST00000565635,lincRNA,1,16,90216028,90219464,377,2
9941,9942,ENSG00000260923,ENST00000566864,lincRNA,1,16,90221448,90222508,719,3
