,SNO,Index,RefSeq Gene ID,Dbxref,Name,gbkey,Biotype,Type,Seq_id,Strand,Start,End,No. of Transcripts
14587,14588,3013924,gene-DLGAP1-AS1,"GeneID:649446,HGNC:HGNC:31676",DLGAP1-AS1,Gene,lncRNA,gene,NC_000018.10,1,3594114,3597379,1
14588,14589,3013929,gene-DLGAP1-AS2,"GeneID:84777,HGNC:HGNC:28146",DLGAP1-AS2,Gene,lncRNA,gene,NC_000018.10,1,3603737,3610089,1
14589,14590,3013934,gene-LOC105371967,GeneID:105371967,LOC105371967,Gene,lncRNA,gene,NC_000018.10,1,3653056,3656282,2
14590,14591,3013942,gene-LOC107985137,GeneID:107985137,LOC107985137,Gene,lncRNA,gene,NC_000018.10,1,3661815,3685069,3
14591,14592,3013956,gene-DLGAP1-AS3,"GeneID:201477,HGNC:HGNC:27317",DLGAP1-AS3,Gene,lncRNA,gene,NC_000018.10,1,3878180,3897069,1
14592,14593,3013961,gene-MIR6718,"GeneID:102465430,HGNC:HGNC:50195,miRBase:MI0022553",MIR6718,Gene,miRNA,gene,NC_000018.10,1,3885353,3885432,2
14593,14594,3013967,gene-DLGAP1-AS4,"GeneID:101410534,HGNC:HGNC:44333",DLGAP1-AS4,Gene,lncRNA,gene,NC_000018.10,1,3962353,4013943,1
14594,14595,3013976,gene-DLGAP1-AS5,"GeneID:284215,HGNC:HGNC:27586",DLGAP1-AS5,Gene,lncRNA,gene,NC_000018.10,1,4264602,4296000,1
14595,14596,3013986,gene-LOC105371968,GeneID:105371968,LOC105371968,Gene,lncRNA,gene,NC_000018.10,-1,4493251,4496393,1
14596,14597,3013993,gene-LINC01892,"GeneID:105371969,HGNC:HGNC:52711",LINC01892,Gene,lncRNA,gene,NC_000018.10,1,5081182,5098780,1
14597,14598,3014013,gene-LINC00526,"GeneID:147525,HGNC:HGNC:28278",LINC00526,Gene,lncRNA,gene,NC_000018.10,-1,5236724,5238029,1
14598,14599,3014016,gene-LINC00667,"GeneID:339290,HGNC:HGNC:27906",LINC00667,Gene,lncRNA,gene,NC_000018.10,1,5238100,5246508,1
14599,14600,3014089,gene-LOC107985144,GeneID:107985144,LOC107985144,Gene,lncRNA,gene,NC_000018.10,1,5309954,5318505,1
14600,14601,3014094,gene-LOC105371970,GeneID:105371970,LOC105371970,Gene,lncRNA,gene,NC_000018.10,-1,5350977,5374751,3
14601,14602,3016259,gene-LOC107985145,GeneID:107985145,LOC107985145,Gene,lncRNA,gene,NC_000018.10,1,5544302,5562901,2
14602,14603,3016276,gene-MIR3976HG,"GeneID:645355,HGNC:HGNC:51104",MIR3976HG,Gene,lncRNA,gene,NC_000018.10,1,5748819,5795901,1
14603,14604,3016283,gene-MIR3976,"GeneID:100616244,HGNC:HGNC:41578,miRBase:MI0016994",MIR3976,Gene,miRNA,gene,NC_000018.10,1,5840695,5840833,2
14604,14605,3016933,gene-L3MBTL4-AS1,"GeneID:101927150,HGNC:HGNC:51320",L3MBTL4-AS1,Gene,lncRNA,gene,NC_000018.10,1,6256744,6260934,1
14605,14606,3016938,gene-MIR4317,"GeneID:100422840,HGNC:HGNC:38260,miRBase:MI0015850",MIR4317,Gene,miRNA,gene,NC_000018.10,-1,6374361,6374425,2
14606,14607,3016946,gene-LINC01387,"GeneID:100130480,HGNC:HGNC:44660",LINC01387,Gene,lncRNA,gene,NC_000018.10,1,6511416,6590653,1
14607,14608,3016954,gene-LOC105371972,GeneID:105371972,LOC105371972,Gene,lncRNA,gene,NC_000018.10,1,6558131,6569397,2
14608,14609,3016963,gene-LOC107985176,GeneID:107985176,LOC107985176,Gene,lncRNA,gene,NC_000018.10,-1,6568376,6647172,5
14609,14610,3016983,gene-LOC101927168,GeneID:101927168,LOC101927168,Gene,lncRNA,gene,NC_000018.10,-1,6728927,6729862,1
14610,14611,3017129,gene-LINC00668,"GeneID:400643,HGNC:HGNC:44328",LINC00668,Gene,lncRNA,gene,NC_000018.10,-1,6925474,6929869,1
14611,14612,3017608,gene-LOC101927188,GeneID:101927188,LOC101927188,Gene,lncRNA,gene,NC_000018.10,1,6954677,6957419,1
14612,14613,3017619,gene-LOC105371973,GeneID:105371973,LOC105371973,Gene,lncRNA,gene,NC_000018.10,-1,7247705,7268603,1
14613,14614,3017625,gene-LOC105371974,GeneID:105371974,LOC105371974,Gene,lncRNA,gene,NC_000018.10,1,7272399,7279048,5
14614,14615,3017652,gene-LOC105371975,GeneID:105371975,LOC105371975,Gene,lncRNA,gene,NC_000018.10,-1,7327449,7359778,1
14615,14616,3017657,gene-LOC105371976,GeneID:105371976,LOC105371976,Gene,lncRNA,gene,NC_000018.10,-1,7502091,7509465,2
14616,14617,3019471,gene-LOC107985119,GeneID:107985119,LOC107985119,Gene,lncRNA,gene,NC_000018.10,-1,8132951,8143640,1
14617,14618,3019475,gene-LOC100192426,GeneID:100192426,LOC100192426,Gene,lncRNA,gene,NC_000018.10,-1,8360820,8367034,1
14618,14619,3019526,gene-GACAT2,"GeneID:100287082,HGNC:HGNC:50516,MIM:616131",GACAT2,Gene,lncRNA,gene,NC_000018.10,-1,8695856,8707621,1
14619,14620,3020512,gene-NDUFV2-AS1,"GeneID:101927275,HGNC:HGNC:50826",NDUFV2-AS1,Gene,lncRNA,gene,NC_000018.10,-1,9121265,9136720,2
14620,14621,3021007,gene-LOC107985188,GeneID:107985188,LOC107985188,Gene,lncRNA,gene,NC_000018.10,1,9277615,9278783,1
14621,14622,3021011,gene-LOC102724397,GeneID:102724397,LOC102724397,Gene,lncRNA,gene,NC_000018.10,-1,9318622,9334471,2
14622,14623,3021031,gene-LOC105371980,GeneID:105371980,LOC105371980,Gene,lncRNA,gene,NC_000018.10,1,9404393,9421061,2
14623,14624,3021462,gene-PPP4R1-AS1,"GeneID:101927323,HGNC:HGNC:51112",PPP4R1-AS1,Gene,lncRNA,gene,NC_000018.10,1,9614807,9619363,2
14624,14625,3021473,gene-LOC112268216,GeneID:112268216,LOC112268216,Gene,lncRNA,gene,NC_000018.10,1,9646110,9648590,1
14625,14626,3021528,gene-LOC105371981,GeneID:105371981,LOC105371981,Gene,lncRNA,gene,NC_000018.10,1,9708672,9716356,1
14626,14627,3021548,gene-LOC105371982,GeneID:105371982,LOC105371982,Gene,lncRNA,gene,NC_000018.10,-1,9895213,9897902,2
14627,14628,3021628,gene-LOC105371983,GeneID:105371983,LOC105371983,Gene,lncRNA,gene,NC_000018.10,-1,10027240,10028945,1
14628,14629,3021633,gene-LOC105371984,GeneID:105371984,LOC105371984,Gene,lncRNA,gene,NC_000018.10,1,10085587,10093894,2
14629,14630,3021642,gene-LOC105371985,GeneID:105371985,LOC105371985,Gene,lncRNA,gene,NC_000018.10,-1,10308373,10323416,3
14630,14631,3021659,gene-LOC105371986,GeneID:105371986,LOC105371986,Gene,lncRNA,gene,NC_000018.10,-1,10338826,10373394,2
14631,14632,3021668,gene-LOC105371989,GeneID:105371989,LOC105371989,Gene,lncRNA,gene,NC_000018.10,1,10384077,10401145,1
14632,14633,3021673,gene-LOC105371988,GeneID:105371988,LOC105371988,Gene,lncRNA,gene,NC_000018.10,1,10402908,10425255,1
14633,14634,3021678,gene-LINC01254,"GeneID:101927350,HGNC:HGNC:49870",LINC01254,Gene,lncRNA,gene,NC_000018.10,-1,10405133,10414370,1
14634,14635,3021793,gene-LOC105371990,GeneID:105371990,LOC105371990,Gene,lncRNA,gene,NC_000018.10,1,10595846,10601177,2
14635,14636,3021802,gene-LINC01887,"GeneID:102724470,HGNC:HGNC:52706",LINC01887,Gene,lncRNA,gene,NC_000018.10,-1,10610998,10626420,1
14636,14637,3021810,gene-LOC107987262,GeneID:107987262,LOC107987262,Gene,lncRNA,gene,NC_000018.10,-1,10638321,10639375,1
14637,14638,3021815,gene-LOC101927410,GeneID:101927410,LOC101927410,Gene,lncRNA,gene,NC_000018.10,1,10661933,10666887,1
14638,14639,3022526,gene-MIR6788,"GeneID:102466735,HGNC:HGNC:50078,miRBase:MI0022633",MIR6788,Gene,miRNA,gene,NC_000018.10,-1,10759584,10759649,3
14639,14640,3022533,gene-LOC105371992,GeneID:105371992,LOC105371992,Gene,lncRNA,gene,NC_000018.10,1,11093713,11094682,1
14640,14641,3022537,gene-LOC105371993,GeneID:105371993,LOC105371993,Gene,lncRNA,gene,NC_000018.10,-1,11316435,11319013,1
14641,14642,3022543,gene-LOC105371995,GeneID:105371995,LOC105371995,Gene,lncRNA,gene,NC_000018.10,-1,11390033,11391751,1
14642,14643,3022547,gene-LOC107985173,GeneID:107985173,LOC107985173,Gene,lncRNA,gene,NC_000018.10,-1,11447751,11489936,3
14643,14644,3022561,gene-LINC01928,"GeneID:105371994,HGNC:HGNC:52750",LINC01928,Gene,lncRNA,gene,NC_000018.10,1,11454478,11465996,1
14644,14645,3022567,gene-LINC01255,"GeneID:101927433,HGNC:HGNC:49871",LINC01255,Gene,lncRNA,gene,NC_000018.10,1,11488570,11506983,2
14645,14646,3022590,gene-MIR7153,"GeneID:102465690,HGNC:HGNC:50190,miRBase:MI0023613",MIR7153,Gene,miRNA,gene,NC_000018.10,-1,11654885,11654941,3
14646,14647,3023401,gene-LOC101927511,GeneID:101927511,LOC101927511,Gene,lncRNA,gene,NC_000018.10,-1,11910411,11948088,5
14647,14648,3023539,gene-C18orf61,GeneID:497259,C18orf61,Gene,lncRNA,gene,NC_000018.10,1,12200779,12224711,1
14648,14649,3023581,gene-LOC105371996,GeneID:105371996,LOC105371996,Gene,lncRNA,gene,NC_000018.10,1,12254965,12257456,1
14649,14650,3023720,gene-LOC107985154,GeneID:107985154,LOC107985154,Gene,lncRNA,gene,NC_000018.10,1,12336452,12344320,2
14650,14651,3023796,gene-LOC105371998,GeneID:105371998,LOC105371998,Gene,lncRNA,gene,NC_000018.10,1,12432774,12447798,1
14651,14652,3024383,gene-LINC01882,"GeneID:100996324,HGNC:HGNC:52701",LINC01882,Gene,lncRNA,gene,NC_000018.10,-1,12739486,12749422,1
14652,14653,3026750,gene-C18orf15,"GeneID:147276,HGNC:HGNC:26447",C18orf15,Gene,lncRNA,gene,NC_000018.10,1,13239543,13242076,1
14653,14654,3026753,gene-LDLRAD4-AS1,"GeneID:100288122,HGNC:HGNC:48592",LDLRAD4-AS1,Gene,lncRNA,gene,NC_000018.10,-1,13419499,13427534,1
14654,14655,3026759,gene-MIR5190,"GeneID:100847080,HGNC:HGNC:43549,miRBase:MI0018169",MIR5190,Gene,miRNA,gene,NC_000018.10,1,13459947,13460026,2
14655,14656,3026764,gene-LOC107985120,GeneID:107985120,LOC107985120,Gene,lncRNA,gene,NC_000018.10,1,13494662,13497142,1
14656,14657,3026768,gene-LOC102724615,GeneID:102724615,LOC102724615,Gene,lncRNA,gene,NC_000018.10,1,13542017,13544942,2
14657,14658,3026775,gene-MIR4526,"GeneID:100616130,HGNC:HGNC:41618,miRBase:MI0016893",MIR4526,Gene,miRNA,gene,NC_000018.10,1,13611114,13611200,2
14658,14659,3027178,gene-LOC105372003,GeneID:105372003,LOC105372003,Gene,lncRNA,gene,NC_000018.10,-1,14401797,14431347,2
14659,14660,3027233,gene-LOC105372004,GeneID:105372004,LOC105372004,Gene,lncRNA,gene,NC_000018.10,-1,14555209,14642500,5
14660,14661,3027284,gene-LOC105372006,GeneID:105372006,LOC105372006,Gene,lncRNA,gene,NC_000018.10,-1,14711262,14728178,1
14661,14662,3027290,gene-LOC105372005,GeneID:105372005,LOC105372005,Gene,lncRNA,gene,NC_000018.10,1,14724763,14725929,1
14662,14663,3027295,gene-LOC105372007,GeneID:105372007,LOC105372007,Gene,lncRNA,gene,NC_000018.10,-1,14729251,14747353,1
14663,14664,3028115,gene-LOC105372008,GeneID:105372008,LOC105372008,Gene,lncRNA,gene,NC_000018.10,-1,14758929,14769292,2
14664,14665,3028125,gene-MIR3156-2,"GeneID:100422907,HGNC:HGNC:38213,miRBase:MI0014230",MIR3156-2,Gene,miRNA,gene,NC_000018.10,1,14830166,14830242,3
14665,14666,3028132,gene-LOC105372009,GeneID:105372009,LOC105372009,Gene,lncRNA,gene,NC_000018.10,1,14877786,14941197,4
14666,14667,3028155,gene-LOC105372010,GeneID:105372010,LOC105372010,Gene,lncRNA,gene,NC_000018.10,-1,14910358,14917464,1
14667,14668,3028160,gene-LINC01443,"GeneID:400644,HGNC:HGNC:50768",LINC01443,Gene,lncRNA,gene,NC_000018.10,1,14946267,14973756,1
14668,14669,3028166,gene-LINC01444,"GeneID:101927642,HGNC:HGNC:50769",LINC01444,Gene,lncRNA,gene,NC_000018.10,-1,14969607,14970468,1
14669,14670,3028306,gene-LOC107985161,GeneID:107985161,LOC107985161,Gene,lncRNA,gene,NC_000018.10,-1,21140638,21180333,1
14670,14671,3028314,gene-LOC101927496,GeneID:101927496,LOC101927496,Gene,lncRNA,gene,NC_000018.10,-1,21240630,21242186,2
14671,14672,3029064,gene-LOC101927521,GeneID:101927521,LOC101927521,Gene,lncRNA,gene,NC_000018.10,-1,21379453,21451023,3
14672,14673,3029352,gene-MIR320C1,"GeneID:100302135,HGNC:HGNC:35248,miRBase:MI0003778",MIR320C1,Gene,miRNA,gene,NC_000018.10,1,21683510,21683597,2
14673,14674,3029357,gene-LOC105376866,GeneID:105376866,LOC105376866,Gene,lncRNA,gene,NC_000018.10,1,21704895,21706061,1
14674,14675,3029517,gene-MIR133A1HG,"GeneID:102723167,HGNC:HGNC:49594",MIR133A1HG,Gene,lncRNA,gene,NC_000018.10,-1,21825479,21831406,1
14675,14676,3029522,gene-MIR133A1,"GeneID:406922,HGNC:HGNC:31517,MIM:610254,miRBase:MI0000450",MIR133A1,Gene,miRNA,gene,NC_000018.10,-1,21825698,21825785,3
14676,14677,3029529,gene-MIR1-2,"GeneID:406905,HGNC:HGNC:31500,MIM:610252,miRBase:MI0000437",MIR1-2,Gene,miRNA,gene,NC_000018.10,-1,21829004,21829088,2
14677,14678,3029536,gene-LOC105372016,GeneID:105372016,LOC105372016,Gene,lncRNA,gene,NC_000018.10,1,21896932,21916656,2
14678,14679,3029547,gene-LINC01900,"GeneID:102724208,HGNC:HGNC:52719",LINC01900,Gene,lncRNA,gene,NC_000018.10,1,21981094,22043478,2
14679,14680,3029558,gene-GATA6-AS1,"GeneID:100128893,HGNC:HGNC:48840",GATA6-AS1,Gene,lncRNA,gene,NC_000018.10,-1,22166898,22168968,1
14680,14681,3029580,gene-LOC105372017,GeneID:105372017,LOC105372017,Gene,lncRNA,gene,NC_000018.10,1,22215899,22236354,1
14681,14682,3029585,gene-LOC105372018,GeneID:105372018,LOC105372018,Gene,lncRNA,gene,NC_000018.10,-1,22242790,22267817,2
14682,14683,3029594,gene-LOC101927548,GeneID:101927548,LOC101927548,Gene,lncRNA,gene,NC_000018.10,-1,22297818,22324720,1
14683,14684,3029599,gene-LOC105372019,GeneID:105372019,LOC105372019,Gene,lncRNA,gene,NC_000018.10,-1,22347846,22349679,1
14684,14685,3029617,gene-LOC101927571,GeneID:101927571,LOC101927571,Gene,lncRNA,gene,NC_000018.10,-1,22723491,22786837,1
14685,14686,3030021,gene-MIR4741,"GeneID:100616139,HGNC:HGNC:41661,miRBase:MI0017379",MIR4741,Gene,miRNA,gene,NC_000018.10,1,22933349,22933438,2
14686,14687,3033347,gene-LOC107985181,GeneID:107985181,LOC107985181,Gene,lncRNA,gene,NC_000018.10,-1,23957746,23959939,1
14687,14688,3033351,gene-LOC105372023,GeneID:105372023,LOC105372023,Gene,lncRNA,gene,NC_000018.10,-1,23959975,23969933,1
14688,14689,3033540,gene-TTC39C-AS1,"GeneID:102724246,HGNC:HGNC:51321",TTC39C-AS1,Gene,lncRNA,gene,NC_000018.10,-1,23994213,24015460,1
14689,14690,3033549,gene-LOC112268213,GeneID:112268213,LOC112268213,Gene,lncRNA,gene,NC_000018.10,-1,24135301,24138854,1
14690,14691,3034117,gene-MIR320C2,"GeneID:100302195,HGNC:HGNC:35387,miRBase:MI0008191",MIR320C2,Gene,miRNA,gene,NC_000018.10,1,24321686,24321735,2
14691,14692,3034186,gene-LOC105372026,GeneID:105372026,LOC105372026,Gene,lncRNA,gene,NC_000018.10,1,24499892,24508270,3
14692,14693,3034203,gene-LINC01915,"GeneID:729950,HGNC:HGNC:52734",LINC01915,Gene,lncRNA,gene,NC_000018.10,1,24628182,24662198,1
14693,14694,3034210,gene-LOC105372027,GeneID:105372027,LOC105372027,Gene,lncRNA,gene,NC_000018.10,-1,24667558,24672776,3
14694,14695,3034226,gene-LOC105372028,GeneID:105372028,LOC105372028,Gene,lncRNA,gene,NC_000018.10,1,24725781,24766645,1
14695,14696,3034231,gene-LOC105372029,GeneID:105372029,LOC105372029,Gene,lncRNA,gene,NC_000018.10,1,24793136,24800346,1
14696,14697,3034236,gene-LINC01894,"GeneID:105372030,HGNC:HGNC:52713",LINC01894,Gene,lncRNA,gene,NC_000018.10,-1,24932774,24987979,1
14697,14698,3034243,gene-LOC107985141,GeneID:107985141,LOC107985141,Gene,lncRNA,gene,NC_000018.10,-1,25038000,25043838,2
14698,14699,3034381,gene-LOC107987256,GeneID:107987256,LOC107987256,Gene,lncRNA,gene,NC_000018.10,-1,25062750,25065401,1
14699,14700,3034391,gene-LOC105372031,GeneID:105372031,LOC105372031,Gene,lncRNA,gene,NC_000018.10,1,25233790,25280568,3
14700,14701,3034952,gene-LOC105372034,GeneID:105372034,LOC105372034,Gene,lncRNA,gene,NC_000018.10,-1,26405749,26409361,1
14701,14702,3034957,gene-LOC107985142,GeneID:107985142,LOC107985142,Gene,lncRNA,gene,NC_000018.10,1,26416409,26418905,2
14702,14703,3034966,gene-LINC01543,"GeneID:100506787,HGNC:HGNC:51310",LINC01543,Gene,lncRNA,gene,NC_000018.10,1,26422995,26438044,1
14703,14704,3035041,gene-MIR8057,"GeneID:102466874,HGNC:HGNC:49960,miRBase:MI0025893",MIR8057,Gene,miRNA,gene,NC_000018.10,-1,26591467,26591535,2
14704,14705,3035048,gene-LOC102725227,GeneID:102725227,LOC102725227,Gene,lncRNA,gene,NC_000018.10,1,26651791,26689439,1
14705,14706,3035053,gene-PCAT18,"GeneID:728606,HGNC:HGNC:49211,MIM:617647",PCAT18,Gene,lncRNA,gene,NC_000018.10,-1,26687621,26703638,1
14706,14707,3035057,gene-LOC105372035,GeneID:105372035,LOC105372035,Gene,lncRNA,gene,NC_000018.10,-1,26822819,26825226,1
14707,14708,3035116,gene-AQP4-AS1,"GeneID:147429,HGNC:HGNC:26399",AQP4-AS1,Gene,lncRNA,gene,NC_000018.10,1,26865308,26935946,1
14708,14709,3035189,gene-LOC105372036,GeneID:105372036,LOC105372036,Gene,lncRNA,gene,NC_000018.10,1,27054918,27062142,1
14709,14710,3035193,gene-LOC107985143,GeneID:107985143,LOC107985143,Gene,lncRNA,gene,NC_000018.10,1,27182392,27189680,1
14710,14711,3035197,gene-LINC01908,"GeneID:105372037,HGNC:HGNC:52727",LINC01908,Gene,lncRNA,gene,NC_000018.10,1,27224717,27274741,1
14711,14712,3035205,gene-LOC105372038,GeneID:105372038,LOC105372038,Gene,lncRNA,gene,NC_000018.10,-1,27336991,27342656,1
14712,14713,3035210,gene-LOC105372040,GeneID:105372040,LOC105372040,Gene,lncRNA,gene,NC_000018.10,1,27342753,27346111,1
14713,14714,3035216,gene-LOC105372041,GeneID:105372041,LOC105372041,Gene,lncRNA,gene,NC_000018.10,1,27375330,27401910,2
14714,14715,3035228,gene-LOC107985126,GeneID:107985126,LOC107985126,Gene,lncRNA,gene,NC_000018.10,-1,27501757,27595144,4
14715,14716,3035247,gene-LOC105372042,GeneID:105372042,LOC105372042,Gene,lncRNA,gene,NC_000018.10,1,27786512,27805267,3
14716,14717,3035398,gene-LOC105372043,GeneID:105372043,LOC105372043,Gene,lncRNA,gene,NC_000018.10,-1,28719135,28724758,1
14717,14718,3035404,gene-LOC105372044,GeneID:105372044,LOC105372044,Gene,lncRNA,gene,NC_000018.10,-1,29180395,29255332,2
14718,14719,3035418,gene-LOC105372045,GeneID:105372045,LOC105372045,Gene,lncRNA,gene,NC_000018.10,1,29629838,29651441,2
14719,14720,3035427,gene-MIR302F,"GeneID:100302131,HGNC:HGNC:35349,miRBase:MI0006418",MIR302F,Gene,miRNA,gene,NC_000018.10,1,30298910,30298960,2
14720,14721,3035432,gene-LOC105372046,GeneID:105372046,LOC105372046,Gene,lncRNA,gene,NC_000018.10,1,30317394,30350114,2
14721,14722,3035441,gene-LOC105372047,GeneID:105372047,LOC105372047,Gene,lncRNA,gene,NC_000018.10,-1,30325739,30386859,1
14722,14723,3035613,gene-DSCAS,"GeneID:101927698,HGNC:HGNC:51116",DSCAS,Gene,lncRNA,gene,NC_000018.10,1,31101588,31162789,1
14723,14724,3035687,gene-LOC105372049,GeneID:105372049,LOC105372049,Gene,lncRNA,gene,NC_000018.10,1,31228111,31259463,2
14724,14725,3035729,gene-DSG1-AS1,"GeneID:101927718,HGNC:HGNC:51115",DSG1-AS1,Gene,lncRNA,gene,NC_000018.10,-1,31343368,31426988,2
14725,14726,3035945,gene-DSG2-AS1,"GeneID:100652770,HGNC:HGNC:51311",DSG2-AS1,Gene,lncRNA,gene,NC_000018.10,-1,31542146,31556911,1
14726,14727,3037102,gene-LOC112268208,GeneID:112268208,LOC112268208,Gene,lncRNA,gene,NC_000018.10,1,32680612,32738451,1
14727,14728,3037107,gene-LOC105372055,GeneID:105372055,LOC105372055,Gene,lncRNA,gene,NC_000018.10,1,32772136,32781845,1
14728,14729,3037112,gene-LOC105372058,GeneID:105372058,LOC105372058,Gene,lncRNA,gene,NC_000018.10,1,32833433,32916717,19
14729,14730,3037297,gene-LOC107985186,GeneID:107985186,LOC107985186,Gene,lncRNA,gene,NC_000018.10,1,32919403,32925895,1
14730,14731,3037795,gene-LOC105372059,GeneID:105372059,LOC105372059,Gene,lncRNA,gene,NC_000018.10,1,32938099,32959899,4
14731,14732,3038094,gene-LOC107985157,GeneID:107985157,LOC107985157,Gene,lncRNA,gene,NC_000018.10,-1,33750198,33821235,1
14732,14733,3040522,gene-LOC105372061,GeneID:105372061,LOC105372061,Gene,lncRNA,gene,NC_000018.10,-1,34890921,34943367,8
14733,14734,3040845,gene-LOC107985139,GeneID:107985139,LOC107985139,Gene,lncRNA,gene,NC_000018.10,1,35322071,35340667,3
14734,14735,3040965,gene-LOC105372063,GeneID:105372063,LOC105372063,Gene,lncRNA,gene,NC_000018.10,-1,35397058,35410001,1
14735,14736,3041061,gene-MIR3975,"GeneID:100616257,HGNC:HGNC:41613,miRBase:MI0016993",MIR3975,Gene,miRNA,gene,NC_000018.10,1,35591737,35591806,2
14736,14737,3041090,gene-LOC105372065,GeneID:105372065,LOC105372065,Gene,lncRNA,gene,NC_000018.10,-1,35666625,35677584,1
14737,14738,3041094,gene-LOC105372064,GeneID:105372064,LOC105372064,Gene,lncRNA,gene,NC_000018.10,-1,35690076,35730890,4
14738,14739,3041115,gene-MIR187,"GeneID:406963,HGNC:HGNC:31558,MIM:612698,miRBase:MI0000274",MIR187,Gene,miRNA,gene,NC_000018.10,-1,35904818,35904926,3
14739,14740,3041122,gene-MIR3929,"GeneID:100500864,HGNC:HGNC:38945,miRBase:MI0016439",MIR3929,Gene,miRNA,gene,NC_000018.10,-1,35934088,35934142,2
14740,14741,3041127,gene-LOC105372066,GeneID:105372066,LOC105372066,Gene,lncRNA,gene,NC_000018.10,-1,35951836,35972486,2
14741,14742,3041945,gene-LOC101927809,GeneID:101927809,LOC101927809,Gene,lncRNA,gene,NC_000018.10,-1,36180001,36187435,1
14742,14743,3043044,gene-LOC105372071,GeneID:105372071,LOC105372071,Gene,lncRNA,gene,NC_000018.10,-1,36660389,36663418,1
14743,14744,3043643,gene-LOC105372069,GeneID:105372069,LOC105372069,Gene,lncRNA,gene,NC_000018.10,-1,36901945,36923814,1
14744,14745,3045931,gene-LOC105372068,GeneID:105372068,LOC105372068,Gene,lncRNA,gene,NC_000018.10,1,37274460,37276400,1
14745,14746,3045936,gene-SNORA111,"GeneID:106635546,HGNC:HGNC:51404",SNORA111,Gene,snoRNA,gene,NC_000018.10,-1,37466339,37466504,1
14746,14747,3045941,gene-LOC107985118,GeneID:107985118,LOC107985118,Gene,lncRNA,gene,NC_000018.10,1,37637204,37639009,1
14747,14748,3045945,gene-MIR4318,"GeneID:100422857,HGNC:HGNC:38333,miRBase:MI0015847",MIR4318,Gene,miRNA,gene,NC_000018.10,1,37657135,37657215,2
14748,14749,3045951,gene-LOC102724417,GeneID:102724417,LOC102724417,Gene,lncRNA,gene,NC_000018.10,1,37723006,37742950,2
14749,14750,3045967,gene-LOC105372073,GeneID:105372073,LOC105372073,Gene,lncRNA,gene,NC_000018.10,-1,37734244,37774694,1
14750,14751,3045972,gene-LOC105372072,GeneID:105372072,LOC105372072,Gene,lncRNA,gene,NC_000018.10,1,37750771,37777456,1
14751,14752,3045980,gene-LOC105372074,GeneID:105372074,LOC105372074,Gene,lncRNA,gene,NC_000018.10,-1,38466643,38490284,1
14752,14753,3045985,gene-LOC112268212,GeneID:112268212,LOC112268212,Gene,lncRNA,gene,NC_000018.10,-1,38573259,38577670,1
14753,14754,3045990,gene-LOC105372076,GeneID:105372076,LOC105372076,Gene,lncRNA,gene,NC_000018.10,-1,38694986,38733691,2
14754,14755,3046001,gene-LOC105372077,GeneID:105372077,LOC105372077,Gene,lncRNA,gene,NC_000018.10,1,38784910,38807595,1
14755,14756,3046011,gene-MIR924HG,"GeneID:647946,HGNC:HGNC:44332",MIR924HG,Gene,lncRNA,gene,NC_000018.10,-1,39206924,39751995,1
14756,14757,3046017,gene-LOC112268214,GeneID:112268214,LOC112268214,Gene,lncRNA,gene,NC_000018.10,-1,39275636,39281416,1
14757,14758,3046021,gene-LOC101927879,GeneID:101927879,LOC101927879,Gene,lncRNA,gene,NC_000018.10,1,39326404,39328008,1
14758,14759,3046027,gene-MIR924,"GeneID:100126323,HGNC:HGNC:33674,miRBase:MI0005716",MIR924,Gene,miRNA,gene,NC_000018.10,-1,39622123,39622175,2
14759,14760,3046032,gene-LOC101927857,GeneID:101927857,LOC101927857,Gene,lncRNA,gene,NC_000018.10,1,39654575,39674733,6
14760,14761,3046060,gene-MIR5583-2,"GeneID:100846997,HGNC:HGNC:43471,miRBase:MI0019140",MIR5583-2,Gene,miRNA,gene,NC_000018.10,-1,39676719,39676777,3
14761,14762,3046067,gene-MIR5583-1,"GeneID:100847025,HGNC:HGNC:43491,miRBase:MI0019139",MIR5583-1,Gene,miRNA,gene,NC_000018.10,1,39676721,39676779,3
14762,14763,3046075,gene-LINC01902,"GeneID:105372079,HGNC:HGNC:52721",LINC01902,Gene,lncRNA,gene,NC_000018.10,1,39841709,39889993,1
14763,14764,3046086,gene-LINC01901,"GeneID:105372080,HGNC:HGNC:52720",LINC01901,Gene,lncRNA,gene,NC_000018.10,-1,39862149,39924690,1
14764,14765,3046091,gene-LOC105372081,GeneID:105372081,LOC105372081,Gene,lncRNA,gene,NC_000018.10,-1,40064395,40066465,1
14765,14766,3046096,gene-LINC01477,"GeneID:101927900,HGNC:HGNC:51119",LINC01477,Gene,lncRNA,gene,NC_000018.10,1,40066286,40099233,1
14766,14767,3046103,gene-LOC105372082,GeneID:105372082,LOC105372082,Gene,lncRNA,gene,NC_000018.10,1,40246273,40249626,1
14767,14768,3046108,gene-LOC107985132,GeneID:107985132,LOC107985132,Gene,lncRNA,gene,NC_000018.10,1,40438099,40440411,1
14768,14769,3046113,gene-LOC105372084,GeneID:105372084,LOC105372084,Gene,lncRNA,gene,NC_000018.10,-1,41406708,41421138,1
14769,14770,3046119,gene-LOC107985168,GeneID:107985168,LOC107985168,Gene,lncRNA,gene,NC_000018.10,-1,41426964,41437655,1
